Date,sigma_real,sigma_pred,Lambda,Cq,Delta,gamma_t
2004-07-27,0.09540959,0.16405618067607416,0.31122593787560776,0.44332046728075936,0.07609095875529119,0.13589803241087062
2004-07-28,0.09569467,0.1498235124320728,0.3019470951484521,0.40257228689349367,0.04856566986392305,0.08512463805893135
2004-07-29,0.09706513,0.13486689713279232,0.29101428594824075,0.3591290128535882,0.03396399258972793,0.06886786590879145
2004-07-30,0.09546266,0.11982983426975996,0.27043075593050464,0.3340176152303494,-0.04530392061891646,0.09361961592900792
2004-08-02,0.09201694,0.3014028660694824,0.48885309980042535,0.5221326486958112,-0.0043120295826620525,0.1268916209178649
2004-08-03,0.09358404,0.22599671123367546,0.4307376989039259,0.40507039662827937,0.03183142223031235,0.10290572283154073
2004-08-04,0.08997208,0.24615872247113443,0.4298433313952257,0.4791049041151221,0.04519653711171978,0.11395164476353745
2004-08-05,0.10444892,0.2136671494738856,0.4079001506067211,0.41350414475994113,-0.18275698648232092,0.1333288240220321
2004-08-06,0.11304913,0.2258408754655758,0.47622460415570417,0.2968281174621546,-0.3411016491462094,0.05796513499153855
2004-08-09,0.11201519,0.26475484014286077,0.4872449543756845,0.4069018279614057,0.01689951415781285,0.04482681621661424
2004-08-10,0.1230491,0.2560982547130215,0.5140291280222126,0.3141573094338696,0.343166611429084,0.045879041855791516
2004-08-11,0.1228704,0.23404413355231485,0.4830227388080922,0.3103923922766344,-0.04548366948140248,0.032361410459397305
2004-08-12,0.12763624,0.19070626514563419,0.45013303665578197,0.22477789238224935,-0.26108992629637706,0.045877962683861274
2004-08-13,0.12795457,0.21204724001792427,0.45427249924100543,0.2976396735897143,0.16320547433497504,0.034198746213099464
2004-08-16,0.13801337,0.2071118533714204,0.4522648661028398,0.283673104713543,0.28820143801696385,0.03208043217325629
2004-08-17,0.13844011,0.19726660176046426,0.43757661040181917,0.2803988106513117,-0.15081903732841007,0.025050174532461
2004-08-18,0.14340444,0.17271813774843034,0.405623282768129,0.256663492251605,-0.08458454994325273,0.03145693745611655
2004-08-19,0.13617046,0.15209588364941298,0.39636920828859135,0.18927541034498888,0.2659017495695959,0.03893190486792652
2004-08-20,0.13778865,0.15057763487770423,0.3812550246147063,0.21823777580658013,0.1047549408066901,0.034927493041509945
2004-08-23,0.1334874,0.1478359096007218,0.3751314198215634,0.22033567712043062,-0.130574333396385,0.03511746449039793
2004-08-24,0.13320739,0.12700074934796748,0.36276080302470887,0.15123439951222023,0.11350001721389667,0.03477734353674981
2004-08-25,0.1316756,0.24904295791510975,0.49882479891803755,0.3258513406924193,0.19489106814093526,0.034595779253606046
2004-08-26,0.13167964,0.2434363026056614,0.4841438792920052,0.34104002620763996,0.16241109761964925,0.02546600349244913
2004-08-27,0.13103787,0.15423467137642619,0.39713607816061935,0.1970010827143109,0.040463412588332165,0.017699713279784618
2004-08-30,0.13396188,0.1949741838363803,0.43341521538437466,0.28125104768018183,0.09628358750633881,0.01768876254006045
2004-08-31,0.13404138,0.24688059578347107,0.5113792666171226,0.2886154196694782,0.25742027284802,0.016892762747195422
2004-09-01,0.1322207,0.2249733049209705,0.4680153265744077,0.31309179967149525,0.12403525786097244,0.01501556950428357
2004-09-02,0.13735735,0.16795813837657902,0.41346985195000413,0.21799131434391436,-0.04684691252897921,0.013411394238095382
2004-09-03,0.12379632,0.29509590517918877,0.5200685047051832,0.42831230311301044,0.08558245343252097,0.029919030557010336
2004-09-07,0.10835172,0.28696942850569723,0.5566901155491475,0.31561746833689586,0.38947282668585015,0.03965493768497431
2004-09-08,0.11097397,0.2660241081653948,0.5207578246962671,0.33183264635799503,0.162473387013885,0.03616600234365344
2004-09-09,0.10398022,0.3029042552116118,0.5461797648114409,0.39114486827817135,-0.2664239532877144,0.04363672026956551
2004-09-10,0.10307734,0.38410096918499664,0.6308005824839411,0.4297567575399196,-0.12070311729766953,0.030578183343453195
2004-09-13,0.09005184,0.3082853834664204,0.5873083468553258,0.3105787406802425,-0.08208575639696036,0.05935662625490688
2004-09-14,0.08995818,0.3002369638179966,0.5584353899747854,0.35375407802785397,-0.1389862021616672,0.05452528449858439
2004-09-15,0.08709836,0.3181203667233597,0.586873478171013,0.34190914598182953,0.31261489754722227,0.06813067570857602
2004-09-16,0.0871588,0.2834947614739396,0.5626473226618068,0.290280058057074,0.33873309319842393,0.03708424237905694
2004-09-17,0.07902148,0.23383508404384523,0.4946437998848887,0.28213472914034254,-0.09686569928861766,0.06643894675393053
2004-09-20,0.08094969,0.225242184479468,0.500444762048973,0.23730962830700858,0.10519312988178367,0.07135144114579785
2004-09-21,0.08079422,0.23721552605503302,0.5204280691963902,0.2331696013599402,0.29813170481775575,0.08453975154277525
2004-09-22,0.09613256,0.20330214092908575,0.4569982782989083,0.25786060263652716,0.23341341587334336,0.08657809960645392
2004-09-23,0.09797379,0.20639909457017894,0.4353875650125592,0.3209016516504217,-0.10746816969285561,0.044812889968340035
2004-09-24,0.09428842,0.23356791139902403,0.46584448155345576,0.34934890195149676,-0.1101683224198477,0.06405482573086156
2004-09-27,0.09668798,0.28395745738587796,0.5231704937683127,0.3852274342542908,0.23631732679130427,0.06591444037569524
2004-09-28,0.09855578,0.2938772910374529,0.5641966404401367,0.31997894945308136,0.38392247959533776,0.06158933039931874
2004-09-29,0.09516156,0.26033211427818714,0.5131265520260683,0.3307081569927441,-0.04293786620355575,0.06559370305928147
2004-09-30,0.09410136,0.2397007166747042,0.4865466336261505,0.3221882575050341,-0.25938287707042035,0.07529004455601557
2004-10-01,0.10688617,0.27887684097431653,0.526518227813469,0.3607589514736057,0.025735619471161875,0.10492309172595639
2004-10-04,0.100846,0.2673495218434578,0.5321248069069762,0.30936307075143,0.36263932363165374,0.09989525853186065
2004-10-05,0.09940259,0.2444132897873551,0.498195489336606,0.31120354013192764,0.24583732069737257,0.09433552288540879
2004-10-06,0.09924354,0.21811652188030742,0.4371137398839089,0.3609699129830905,0.048550939121162595,0.10071957071505025
2004-10-07,0.10471937,0.22218798065049988,0.44226738498499596,0.3638243382986306,-0.0321803980744812,0.09798751318590328
2004-10-08,0.10831418,0.2379365878212081,0.4421006862391983,0.421144273815052,0.08778474793839286,0.05701962174591271
2004-10-11,0.10715182,0.17976805850742114,0.3961563682514516,0.30832052192749976,0.07518805806844978,0.04529165465720574
2004-10-12,0.10725253,0.17018992437460617,0.377609079995869,0.3123382216578714,0.025984268576826147,0.04461951908168484
2004-10-13,0.10964358,0.18663461574651918,0.40153356730024736,0.3235135201186078,0.11848661993614476,0.051035676143649206
2004-10-14,0.1115891,0.15585584226474042,0.3767317906470317,0.2524872192173918,0.19233675792526012,0.04173255943106799
2004-10-15,0.11238899,0.16259986831621157,0.3630258647663473,0.31441886144077713,0.09009096747212453,0.05117528696853146
2004-10-18,0.11285219,0.13166696650988713,0.3330157751187095,0.24436507209818675,0.14288240396674207,0.046691307140363
2004-10-19,0.11599302,0.11732671916382578,0.3195149875680143,0.20508098386642257,0.1804053372473869,0.05330364782926807
2004-10-20,0.11319461,0.13532477128182263,0.3321758297642521,0.2638735882718475,0.07637213577517518,0.048559548947659674
2004-10-21,0.1034674,0.15074253321247782,0.33462480468229483,0.32935981210123194,0.10727397246393458,0.07595932842622823
2004-10-22,0.10759214,0.09998096067446108,0.2887856036584266,0.18532273212342532,0.2179757327235606,0.07035994985943257
2004-10-25,0.10731707,0.07279498183089897,0.2512191772431375,0.11061154913107302,0.13402496186289792,0.07305329146757557
2004-10-26,0.11792618,0.08256920602557591,0.24645318690220167,0.18387909194603586,0.14820970780406148,0.08777635461138254
2004-10-27,0.12427831,0.093601821629143,0.25243408657793753,0.23528198776276749,0.14557000784212004,0.06642895981309706
2004-10-28,0.12367056,0.09683570870385269,0.24384513329062457,0.27406264720884876,0.07280121139938033,0.07710317249978037
2004-10-29,0.12381156,0.09002035367006192,0.2385301500201895,0.2473729147539225,-0.03254127732367777,0.07273259951203044
2004-11-01,0.11218636,0.08092651995493919,0.21465904453548915,0.2489991997654521,-0.003053100843480039,0.10698273714822551
2004-11-02,0.11155357,0.05924870173796493,0.18705017234102084,0.16897775287129532,0.013849674370588302,0.10902890855359763
2004-11-03,0.1182025,0.10993152724844005,0.23141891713442653,0.37511047428626454,-0.04261504882208593,0.1226943157067893
2004-11-04,0.12850005,0.11942660426422633,0.24627594529724617,0.3891512338118584,-0.026167019714314163,0.10117637484109492
2004-11-05,0.12260701,0.10199303886469573,0.23547073950658745,0.32266095444026954,-0.08077167293104157,0.08190905984253595
2004-11-08,0.11859083,0.16511575621071123,0.2884127506858366,0.5018764162723481,-0.009967989798882887,0.0866532140481577
