Date,Close,Return,RealizedVol,VIX,HY_OAS,GPR,CESI,PMI_change,PutCall,HHI,MeanCorr,f_bur,f_cat,f_sent,f_mac,f_liq,C_norm
2019-10-29,3036.889893,-0.00083275,0.13637375,13.19999981,3.86,95.01498413,1.4,-0.4,0.55,0.10927938,0.62768277,-0.99381499,-0.19615582,-0.46124679,0.05515235,-0.55753687,0.66733451
2019-10-30,3046.77002,0.00324809,0.12764847,12.32999992,3.96,113.2889099,7.8,-0.4,0.6,0.10945031,0.59782786,-0.99341756,0.08481895,-0.13040375,0.20591669,-0.53135685,0.63608975
2019-10-31,3037.560059,-0.00302744,0.10732947,13.22000027,4.15,83.14237976,4.7,0,0.71,0.10939612,0.4756626,-0.99350349,-0.36539773,0.59011698,0.13361616,-0.47877323,0.50823726
2019-11-01,3066.909912,0.00961593,0.10856702,12.30000019,4.09,100.6581345,6,0,0.53,0.10934568,0.45874446,-0.99358001,-0.11061535,-0.56903726,0.16413337,-0.49572431,0.49053152
2019-11-04,3078.27002,0.00369725,0.10018415,12.82999992,3.99,59.2411499,5,0,0.54,0.1092467,0.40673598,-0.99375733,-0.63768891,-0.51716765,0.14064864,-0.52318011,0.43610186
2019-11-05,3074.620117,-0.0011864,0.09812379,13.10000038,3.97,77.94277191,7.5,0,0.58,0.10924152,0.35944933,-0.99373629,-0.43313172,-0.27121545,0.19894856,-0.5285068,0.38661385
2019-11-06,3076.780029,0.00070225,0.07406666,12.61999989,4.02,85.79312134,7.1,0,0.63,0.10938296,0.21857381,-0.99340051,-0.32906704,0.08942039,0.18967579,-0.51493753,0.23918008
2019-11-07,3085.179932,0.00272638,0.07063013,12.72999954,3.96,63.61584091,7.5,0,0.54,0.10939172,0.18128116,-0.99334838,-0.59554693,-0.51716499,0.19890314,-0.53108355,0.20015133
2019-11-08,3093.080078,0.0025574,0.06929088,12.06999969,4,98.94168854,7.2,0,0.59,0.10958225,0.16415886,-0.99287801,-0.13658446,-0.2017266,0.19194413,-0.52027813,0.18223193
2019-11-11,3087.01001,-0.0019644,0.06365211,12.68999958,3.99,92.58729553,5,0,,0.10958464,0.13354283,-0.99283827,-0.23184815,,0.14051182,-0.52293441,0.15019061
